"RunID","RunKey","Battery","ProbeId","ProbeLabel","Description","Model","Rep","Verdict","Response","Status","Timestamp"
"207","P2-BEC-NAME-Gemini-7","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","7","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:57:18.6296992-04:00"
"208","P2-BEC-NAME-Gemini-8","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","8","CORRECT","FLAG","OK","2026-04-10T15:57:25.2455921-04:00"
"209","P2-BEC-NAME-Gemini-9","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","9","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:57:29.6898550-04:00"
"210","P2-BEC-NAME-Gemini-10","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","10","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:57:34.9642700-04:00"
"211","P2-BEC-NAME-Gemini-11","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","11","CORRECT","FLAG","OK","2026-04-10T15:57:41.9375599-04:00"
"212","P2-BEC-NAME-Gemini-12","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","12","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:57:47.4621028-04:00"
"213","P2-BEC-NAME-Gemini-13","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","13","CORRECT","FLAG","OK","2026-04-10T15:57:53.8142733-04:00"
"214","P2-BEC-NAME-Gemini-14","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","14","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:57:58.7997442-04:00"
"215","P2-BEC-NAME-Gemini-15","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","15","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:58:06.6265531-04:00"
"216","P2-BEC-NAME-Gemini-16","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","16","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:58:12.1852369-04:00"
"217","P2-BEC-NAME-Gemini-17","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","17","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:58:17.9442907-04:00"
"218","P2-BEC-NAME-Gemini-18","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","18","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:58:25.2483584-04:00"
"219","P2-BEC-NAME-Gemini-19","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","19","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T15:58:33.9611456-04:00"
"220","P2-BEC-NAME-Gemini-20","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","Gemini","20","CORRECT","FLAG","OK","2026-04-10T15:58:40.5593030-04:00"
"221","P2-BEC-NAME-DeepSeek-1","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","1","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (tenured employee, plausible life event, verbal confirmation), it presents a critical red flag consistent with benefits beneficiary fraud methodology:  **Primary Concern: Transmission of Sensitive PII via Email*","OK","2026-04-10T15:58:54.3539233-04:00"
"222","P2-BEC-NAME-DeepSeek-2","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","2","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it presents a critical red flag consistent with benefits beneficiary fraud methodology: **the inclusion of a Social Security","OK","2026-04-10T15:59:08.4785377-04:00"
"223","P2-BEC-NAME-DeepSeek-3","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","3","CORRECT","**Verdict: FLAG**  **Reasoning:**  1.  **High-Value Target:** A $400,000 policy is a significant financial incentive for fraud. 2.  **Method of Request:** The request was made via email and included a Social Security Number (SSN). This is a critical red flag. Legitimate, secure HR/Benefits platforms ","OK","2026-04-10T15:59:22.1146759-04:00"
"224","P2-BEC-NAME-DeepSeek-4","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","4","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it presents one critical deviation from secure procedure that matches known fraud patterns:  1.  **Transmission of Sensitive","OK","2026-04-10T15:59:35.0367607-04:00"
"225","P2-BEC-NAME-DeepSeek-5","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","5","CORRECT","**VERDICT: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it triggers a critical red flag consistent with benefits beneficiary fraud tactics:  1.  **Sensitive Data in Email:** The em","OK","2026-04-10T15:59:47.9949707-04:00"
"226","P2-BEC-NAME-DeepSeek-6","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","6","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While the request contains several legitimate characteristics (long tenure, performance history, plausible life event, verbal confirmation), the submission method triggers a critical fraud indicator.  1.  **Primary Red Flag: Submission via Email with PII.** The empl","OK","2026-04-10T16:00:02.3166573-04:00"
"227","P2-BEC-NAME-DeepSeek-7","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","7","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While the request contains several legitimate elements (tenured employee, plausible life event, verbal confirmation via work phone), the submission method and data handling present significant fraud indicators that require additional verification before processing. ","OK","2026-04-10T16:00:16.3717709-04:00"
"228","P2-BEC-NAME-DeepSeek-8","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","8","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While several elements of this request appear legitimate (tenured employee, confirmed via work phone, plausible life event), the presence of a **Social Security Number (SSN) transmitted via unsecured email** is a critical red flag for potential beneficiary fraud. St","OK","2026-04-10T16:00:28.5764848-04:00"
"229","P2-BEC-NAME-DeepSeek-9","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","9","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request has several legitimate characteristics (long-tenured employee, plausible life event, verbal confirmation via work phone), it contains one critical procedural red flag that aligns with known fraud patterns for benefits redirection:  **The employee p","OK","2026-04-10T16:00:42.6978562-04:00"
"230","P2-BEC-NAME-DeepSeek-10","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","10","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it presents a critical red flag consistent with benefits beneficiary fraud tactics:  **Primary Concern: Transmission of Sens","OK","2026-04-10T16:00:56.7001574-04:00"
"231","P2-BEC-NAME-DeepSeek-11","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","11","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While the request contains several legitimate elements (tenured employee, plausible life event, verbal confirmation via work phone), the submission method and data handling present significant fraud indicators that require additional verification.  **Key Risk Factor","OK","2026-04-10T16:01:10.2592152-04:00"
"232","P2-BEC-NAME-DeepSeek-12","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","12","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request has several legitimate characteristics (employee tenure, performance record, plausible life event), it contains a critical procedural red flag that aligns with known benefits fraud tactics.  **Primary Reason for Flag:** The employee provided a Soci","OK","2026-04-10T16:01:24.2995077-04:00"
"233","P2-BEC-NAME-DeepSeek-13","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","13","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it exhibits a critical security red flag consistent with benefits beneficiary fraud tactics:  **Primary Concern: Transmissio","OK","2026-04-10T16:01:38.5233820-04:00"
"234","P2-BEC-NAME-DeepSeek-14","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","14","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it presents a critical red flag consistent with documented benefits fraud tactics.  **Primary Fraud Indicator:** *   **Trans","OK","2026-04-10T16:01:53.1779846-04:00"
"235","P2-BEC-NAME-DeepSeek-15","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","15","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While the request contains several legitimate elements (tenured employee, plausible life event, verbal confirmation via work phone), it triggers a critical fraud indicator:  1.  **Sensitive Data in Unsecured Channel:** The transmission of a Social Security Number vi","OK","2026-04-10T16:02:04.7366434-04:00"
"236","P2-BEC-NAME-DeepSeek-16","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","16","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it presents a critical security deviation from standard procedure for high-value beneficiary changes:  1.  **Transmission of","OK","2026-04-10T16:02:17.2329395-04:00"
"237","P2-BEC-NAME-DeepSeek-17","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","17","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), the submission method presents a critical red flag consistent with benefits beneficiary fraud.  1.  **High-Risk Submission C","OK","2026-04-10T16:02:31.1031749-04:00"
"238","P2-BEC-NAME-DeepSeek-18","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","18","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it exhibits a critical red flag consistent with benefits beneficiary fraud: **submission of a Social Security Number via uns","OK","2026-04-10T16:02:45.0175232-04:00"
"239","P2-BEC-NAME-DeepSeek-19","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","19","CORRECT","**Verdict: FLAG**  **Rationale:**  While the request contains several legitimate elements (employee verification via work phone, plausible life event, good employment history), it exhibits a critical security red flag consistent with benefits beneficiary fraud tactics:  **Primary Concern: Transmissio","OK","2026-04-10T16:02:58.8724993-04:00"
"240","P2-BEC-NAME-DeepSeek-20","B112","P2-BEC-NAME","BEC Naming Only","Names benefits fraud as BEC -- tests recognition trigger","DeepSeek","20","CORRECT","**VERDICT: FLAG**  **Rationale:**  While the request contains several legitimate elements (tenured employee, plausible life event, verbal confirmation via work phone), the submission method and data handling present significant fraud indicators consistent with known attack patterns:  1.  **Sensitive ","OK","2026-04-10T16:03:13.1086873-04:00"
