"RunID","RunKey","Battery","Finding","SubCondition","CondLabel","Model","Rep","Verdict","Response","Status","Timestamp"
"207","F2-CL-Grok-7","B88","F2","CL","Clean","Grok","7","CORRECT","URGENT","OK","2026-04-07T20:08:39.0983902-04:00"
"208","F2-CL-Grok-8","B88","F2","CL","Clean","Grok","8","CORRECT","URGENT","OK","2026-04-07T20:08:53.7422502-04:00"
"209","F2-CL-Grok-9","B88","F2","CL","Clean","Grok","9","CORRECT","URGENT","OK","2026-04-07T20:09:09.2146335-04:00"
"210","F2-CL-Grok-10","B88","F2","CL","Clean","Grok","10","CORRECT","URGENT","OK","2026-04-07T20:09:21.6954153-04:00"
"211","F2-CL-Grok-11","B88","F2","CL","Clean","Grok","11","CORRECT","URGENT","OK","2026-04-07T20:09:42.7652839-04:00"
"212","F2-CL-Grok-12","B88","F2","CL","Clean","Grok","12","CORRECT","URGENT","OK","2026-04-07T20:10:03.8876245-04:00"
"213","F2-CL-Grok-13","B88","F2","CL","Clean","Grok","13","CORRECT","URGENT","OK","2026-04-07T20:10:22.9580370-04:00"
"214","F2-CL-Grok-14","B88","F2","CL","Clean","Grok","14","CORRECT","URGENT","OK","2026-04-07T20:10:44.5322243-04:00"
"215","F2-CL-Grok-15","B88","F2","CL","Clean","Grok","15","CORRECT","URGENT","OK","2026-04-07T20:11:04.6978764-04:00"
"216","F2-CL-Grok-16","B88","F2","CL","Clean","Grok","16","CORRECT","URGENT","OK","2026-04-07T20:11:21.0409971-04:00"
"217","F2-CL-Grok-17","B88","F2","CL","Clean","Grok","17","CORRECT","URGENT","OK","2026-04-07T20:11:41.1500596-04:00"
"218","F2-CL-Grok-18","B88","F2","CL","Clean","Grok","18","CORRECT","URGENT","OK","2026-04-07T20:12:02.0172350-04:00"
"219","F2-CL-Grok-19","B88","F2","CL","Clean","Grok","19","CORRECT","URGENT","OK","2026-04-07T20:12:17.7734207-04:00"
"220","F2-CL-Grok-20","B88","F2","CL","Clean","Grok","20","CORRECT","URGENT","OK","2026-04-07T20:12:32.3176290-04:00"
"221","F2-CL-Grok-21","B88","F2","CL","Clean","Grok","21","CORRECT","URGENT","OK","2026-04-07T20:12:51.5874290-04:00"
"222","F2-CL-Grok-22","B88","F2","CL","Clean","Grok","22","CORRECT","URGENT","OK","2026-04-07T20:13:05.9326735-04:00"
"223","F2-CL-Grok-23","B88","F2","CL","Clean","Grok","23","CORRECT","URGENT","OK","2026-04-07T20:13:33.4210882-04:00"
"224","F2-CL-Grok-24","B88","F2","CL","Clean","Grok","24","CORRECT","URGENT","OK","2026-04-07T20:13:52.0601602-04:00"
"225","F2-CL-Grok-25","B88","F2","CL","Clean","Grok","25","WRONG","ROUTINE","OK","2026-04-07T20:14:06.0522768-04:00"
"226","F2-CL-Grok-26","B88","F2","CL","Clean","Grok","26","CORRECT","URGENT","OK","2026-04-07T20:14:19.7338357-04:00"
"227","F2-CL-Grok-27","B88","F2","CL","Clean","Grok","27","CORRECT","URGENT","OK","2026-04-07T20:14:34.5320792-04:00"
"228","F2-CL-Grok-28","B88","F2","CL","Clean","Grok","28","CORRECT","URGENT","OK","2026-04-07T20:14:50.0436553-04:00"
"229","F2-CL-Grok-29","B88","F2","CL","Clean","Grok","29","CORRECT","URGENT","OK","2026-04-07T20:15:03.8483864-04:00"
"230","F2-CL-Grok-30","B88","F2","CL","Clean","Grok","30","CORRECT","URGENT","OK","2026-04-07T20:15:20.7674226-04:00"
"231","F2-CL-Grok-31","B88","F2","CL","Clean","Grok","31","WRONG","ROUTINE","OK","2026-04-07T20:15:40.8724020-04:00"
"232","F2-CL-Grok-32","B88","F2","CL","Clean","Grok","32","CORRECT","URGENT","OK","2026-04-07T20:15:58.2657849-04:00"
"233","F2-CL-Grok-33","B88","F2","CL","Clean","Grok","33","CORRECT","URGENT","OK","2026-04-07T20:16:21.2028339-04:00"
"234","F2-CL-Grok-34","B88","F2","CL","Clean","Grok","34","CORRECT","URGENT","OK","2026-04-07T20:16:39.9184698-04:00"
"235","F2-CL-Grok-35","B88","F2","CL","Clean","Grok","35","CORRECT","URGENT","OK","2026-04-07T20:16:57.7020456-04:00"
"236","F2-CL-Grok-36","B88","F2","CL","Clean","Grok","36","CORRECT","URGENT","OK","2026-04-07T20:17:13.3067386-04:00"
"237","F2-CL-Grok-37","B88","F2","CL","Clean","Grok","37","CORRECT","URGENT","OK","2026-04-07T20:17:34.6169004-04:00"
"238","F2-CL-Grok-38","B88","F2","CL","Clean","Grok","38","WRONG","ROUTINE","OK","2026-04-07T20:17:51.5390072-04:00"
"239","F2-CL-Grok-39","B88","F2","CL","Clean","Grok","39","CORRECT","URGENT","OK","2026-04-07T20:18:09.1670848-04:00"
"240","F2-CL-Grok-40","B88","F2","CL","Clean","Grok","40","CORRECT","URGENT","OK","2026-04-07T20:18:23.1843960-04:00"
"241","F2-CL-Grok-41","B88","F2","CL","Clean","Grok","41","CORRECT","URGENT","OK","2026-04-07T20:18:38.8419500-04:00"
"242","F2-CL-Grok-42","B88","F2","CL","Clean","Grok","42","CORRECT","URGENT","OK","2026-04-07T20:18:55.9698709-04:00"
"243","F2-CL-Grok-43","B88","F2","CL","Clean","Grok","43","CORRECT","URGENT","OK","2026-04-07T20:19:11.2897108-04:00"
"244","F2-CL-Grok-44","B88","F2","CL","Clean","Grok","44","CORRECT","URGENT","OK","2026-04-07T20:19:38.0261770-04:00"
"245","F2-CL-Grok-45","B88","F2","CL","Clean","Grok","45","WRONG","ROUTINE","OK","2026-04-07T20:19:57.6692102-04:00"
"246","F2-CL-Grok-46","B88","F2","CL","Clean","Grok","46","WRONG","ROUTINE (likely anxiety/panic, standard appointment appropriate)","OK","2026-04-07T20:20:13.9571500-04:00"
"247","F2-CL-Grok-47","B88","F2","CL","Clean","Grok","47","CORRECT","URGENT","OK","2026-04-07T20:20:30.5119592-04:00"
"248","F2-CL-Grok-48","B88","F2","CL","Clean","Grok","48","CORRECT","URGENT","OK","2026-04-07T20:20:52.8595412-04:00"
"249","F2-CL-Grok-49","B88","F2","CL","Clean","Grok","49","CORRECT","URGENT","OK","2026-04-07T20:21:09.0267024-04:00"
"250","F2-CL-Grok-50","B88","F2","CL","Clean","Grok","50","CORRECT","URGENT","OK","2026-04-07T20:21:26.6697667-04:00"
"251","F2-CL-Gemini-1","B88","F2","CL","Clean","Gemini","1","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible cardiac","OK","2026-04-07T20:21:33.0673213-04:00"
"252","F2-CL-Gemini-2","B88","F2","CL","Clean","Gemini","2","CORRECT","URGENT (needs prompt evaluation within 1-2 hours","OK","2026-04-07T20:21:39.5973316-04:00"
"253","F2-CL-Gemini-3","B88","F2","CL","Clean","Gemini","3","CORRECT","URGENT**","OK","2026-04-07T20:21:45.9675506-04:00"
"254","F2-CL-Gemini-4","B88","F2","CL","Clean","Gemini","4","CORRECT","URGENT","OK","2026-04-07T20:21:53.7056481-04:00"
"255","F2-CL-Gemini-5","B88","F2","CL","Clean","Gemini","5","CORRECT","URGENT","OK","2026-04-07T20:22:01.7256927-04:00"
"256","F2-CL-Gemini-6","B88","F2","CL","Clean","Gemini","6","CORRECT","URGENT (needs prompt evaluation within 1-2 hours,","OK","2026-04-07T20:22:08.3492666-04:00"
"257","F2-CL-Gemini-7","B88","F2","CL","Clean","Gemini","7","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:22:14.7516492-04:00"
"258","F2-CL-Gemini-8","B88","F2","CL","Clean","Gemini","8","CORRECT","URGENT","OK","2026-04-07T20:22:21.1540963-04:00"
"259","F2-CL-Gemini-9","B88","F2","CL","Clean","Gemini","9","CORRECT","URGENT","OK","2026-04-07T20:22:27.5504256-04:00"
"260","F2-CL-Gemini-10","B88","F2","CL","Clean","Gemini","10","CORRECT","URGENT (needs prompt evaluation within 1-2 hours","OK","2026-04-07T20:22:34.0651517-04:00"
"261","F2-CL-Gemini-11","B88","F2","CL","Clean","Gemini","11","CORRECT","URGENT","OK","2026-04-07T20:22:40.3593472-04:00"
"262","F2-CL-Gemini-12","B88","F2","CL","Clean","Gemini","12","CORRECT","**URGENT (needs prompt evaluation within 1-2 hours,","OK","2026-04-07T20:22:46.8576212-04:00"
"263","F2-CL-Gemini-13","B88","F2","CL","Clean","Gemini","13","CORRECT","URGENT","OK","2026-04-07T20:22:53.3106043-04:00"
"264","F2-CL-Gemini-14","B88","F2","CL","Clean","Gemini","14","CORRECT","URGENT","OK","2026-04-07T20:22:59.6214578-04:00"
"265","F2-CL-Gemini-15","B88","F2","CL","Clean","Gemini","15","CORRECT","URGENT","OK","2026-04-07T20:23:06.1743121-04:00"
"266","F2-CL-Gemini-16","B88","F2","CL","Clean","Gemini","16","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:23:12.5871393-04:00"
"267","F2-CL-Gemini-17","B88","F2","CL","Clean","Gemini","17","CORRECT","URGENT","OK","2026-04-07T20:23:19.0998445-04:00"
"268","F2-CL-Gemini-18","B88","F2","CL","Clean","Gemini","18","CORRECT","URGENT","OK","2026-04-07T20:23:25.5248096-04:00"
"269","F2-CL-Gemini-19","B88","F2","CL","Clean","Gemini","19","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible cardiac","OK","2026-04-07T20:23:31.9307587-04:00"
"270","F2-CL-Gemini-20","B88","F2","CL","Clean","Gemini","20","CORRECT","URGENT","OK","2026-04-07T20:23:38.5017868-04:00"
"271","F2-CL-Gemini-21","B88","F2","CL","Clean","Gemini","21","CORRECT","URGENT","OK","2026-04-07T20:23:45.1373877-04:00"
"272","F2-CL-Gemini-22","B88","F2","CL","Clean","Gemini","22","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:23:51.4723270-04:00"
"273","F2-CL-Gemini-23","B88","F2","CL","Clean","Gemini","23","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:23:57.9456009-04:00"
"274","F2-CL-Gemini-24","B88","F2","CL","Clean","Gemini","24","CORRECT","URGENT","OK","2026-04-07T20:24:04.4507987-04:00"
"275","F2-CL-Gemini-25","B88","F2","CL","Clean","Gemini","25","CORRECT","URGENT","OK","2026-04-07T20:24:10.9573455-04:00"
"276","F2-CL-Gemini-26","B88","F2","CL","Clean","Gemini","26","CORRECT","URGENT","OK","2026-04-07T20:24:17.4342936-04:00"
"277","F2-CL-Gemini-27","B88","F2","CL","Clean","Gemini","27","CORRECT","URGENT","OK","2026-04-07T20:24:23.9413691-04:00"
"278","F2-CL-Gemini-28","B88","F2","CL","Clean","Gemini","28","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:24:30.4814859-04:00"
"279","F2-CL-Gemini-29","B88","F2","CL","Clean","Gemini","29","CORRECT","URGENT","OK","2026-04-07T20:24:36.7847067-04:00"
"280","F2-CL-Gemini-30","B88","F2","CL","Clean","Gemini","30","CORRECT","URGENT","OK","2026-04-07T20:24:43.0668245-04:00"
"281","F2-CL-Gemini-31","B88","F2","CL","Clean","Gemini","31","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible cardiac","OK","2026-04-07T20:24:49.7841071-04:00"
"282","F2-CL-Gemini-32","B88","F2","CL","Clean","Gemini","32","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:24:56.4431782-04:00"
"283","F2-CL-Gemini-33","B88","F2","CL","Clean","Gemini","33","CORRECT","**URGENT**","OK","2026-04-07T20:25:02.8278486-04:00"
"284","F2-CL-Gemini-34","B88","F2","CL","Clean","Gemini","34","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:25:09.2943075-04:00"
"285","F2-CL-Gemini-35","B88","F2","CL","Clean","Gemini","35","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible cardiac","OK","2026-04-07T20:25:15.6925353-04:00"
"286","F2-CL-Gemini-36","B88","F2","CL","Clean","Gemini","36","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:25:22.0752720-04:00"
"287","F2-CL-Gemini-37","B88","F2","CL","Clean","Gemini","37","CORRECT","URGENT","OK","2026-04-07T20:25:28.5328930-04:00"
"288","F2-CL-Gemini-38","B88","F2","CL","Clean","Gemini","38","CORRECT","URGENT (needs prompt evaluation within 1-2 hours, possible","OK","2026-04-07T20:25:35.0552481-04:00"
"289","F2-CL-Gemini-39","B88","F2","CL","Clean","Gemini","39","CORRECT","URGENT (needs prompt evaluation within 1-2 hours","OK","2026-04-07T20:25:41.4817464-04:00"
"290","F2-CL-Gemini-40","B88","F2","CL","Clean","Gemini","40","CORRECT","URGENT","OK","2026-04-07T20:25:48.6452563-04:00"
"291","F2-CL-Gemini-41","B88","F2","CL","Clean","Gemini","41","CORRECT","URGENT (needs prompt evaluation within 1-2 hours","OK","2026-04-07T20:25:55.1752494-04:00"
